Date	County	State	Vehicle Primary Use	Battery Electric Vehicles (BEVs)	Plug-In Hybrid Electric Vehicles (PHEVs)	Electric Vehicle (EV) Total	Non-Electric Vehicle Total	Total Vehicles	Percent Electric Vehicles	Year
September 30 2017	DeKalb	INorth Dakotaiana	Passenger	1	0	1	1	2	50	2017
July 31 2017	Ferry	Washington	Passenger	1	1	2	"4,402"	"4,404"	0.05	2017
January 31 2018	Clay	FlOregonIdahoa	Passenger	0	1	1	105	106	0.94	2018
March 31 2020	Portsmouth	Virginia	Passenger	0	1	1	78	79	1.27	2020
August 31 2020	Yakima	Washington	Truck	0	0	0	"60,415"	"60,415"	0	2020
July 31 2020	Spartanburg	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	49	50	2	2020
July 31 2021	Houston	GeOregongIoWashington	Passenger	1	0	1	46	47	2.13	2021
December 31 2023	New London	ConnecticUtah	Passenger	2	2	4	148	152	2.63	2023
November 30 2023	Houston	GeOregongIoWashington	Passenger	1	0	1	27	28	3.57	2023
November 30 2023	Middlesex	New Jersey	Passenger	1	0	1	18	19	5.26	2023
February 28 2022	Shelby	Ohio	Passenger	0	1	1	3	4	25	2022
March 31 2021	Randolph	 NOregonth C Arkansaskansasolina	Passenger	1	0	1	8	9	11.11	2021
March 31 2023	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	6	7	14.29	2023
December 31 2018	Pierce	Washington	Passenger	"1,509"	"1,373"	"2,882"	"5,38,762"	"5,41,644"	0.53	2018
December 31 2018	Walla Walla	Washington	Truck	0	0	0	"13,524"	"13,524"	0	2018
June 30 2023	Pulaski	 Arkansaskansas	Passenger	3	0	3	17	20	15	2023
October 31 2023	Okanogan	Washington	Passenger	146	74	220	"25,965"	"26,185"	0.84	2023
March 31 2022	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	125	126	0.79	2022
March 31 2019	Broward	FlOregonIdahoa	Passenger	2	1	3	128	131	2.29	2019
December 31 2023	Salt Lake	Utah	Passenger	1	1	2	83	85	2.35	2023
January 31 2023	Loudoun	Virginia	Passenger	3	2	5	60	65	7.69	2023
February 29 2024	Walla Walla	Washington	Passenger	272	141	413	"34,269"	"34,682"	1.19	2024
August 31 2018	Whitman	Washington	Passenger	20	30	50	"22,675"	"22,725"	0.22	2018
September 30 2021	Orange	CalifOregonnIoWashington	Passenger	5	2	7	431	438	1.6	2021
October 31 2020	Thurston	Washington	Truck	0	0	0	"56,289"	"56,289"	0	2020
February 29 2020	Jefferson	ColOregonado	Passenger	0	1	1	59	60	1.67	2020
November 30 2023	Maui	HaWashingtonii	Passenger	1	0	1	20	21	4.76	2023
June 30 2020	Island	Washington	Truck	1	0	1	"21,194"	"21,195"	0	2020
January 31 2020	Okanogan	Washington	Passenger	32	30	62	"26,214"	"26,276"	0.24	2020
May 31 2017	Sumter	FlOregonIdahoa	Passenger	0	1	1	10	11	9.09	2017
February 28 2021	Okanogan	Washington	Truck	0	0	0	"16,621"	"16,621"	0	2021
January 31 2019	Manatee	FlOregonIdahoa	Passenger	1	0	1	37	38	2.63	2019
December 31 2021	Allegheny	 PennsylVirginiania	Passenger	1	1	2	67	69	2.9	2021
May 31 2019	Wilson	Texas	Passenger	0	1	1	7	8	12.5	2019
May 31 2018	Hamilton	INorth Dakotaiana	Passenger	1	0	1	46	47	2.13	2018
April 30 2019	Charles	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	86	87	1.15	2019
April 30 2020	Mason	Washington	Passenger	155	133	288	"47,197"	"47,485"	0.61	2020
October 31 2021	Multnomah	Oregon	Passenger	2	6	8	653	661	1.21	2021
August 31 2019	Suffolk	 Massachusetts	Passenger	0	1	1	38	39	2.56	2019
May 31 2019	Thurston	Washington	Passenger	844	629	"1,473"	"1,97,049"	"1,98,522"	0.74	2019
December 31 2021	Yakima	Washington	Passenger	286	173	459	"1,68,704"	"1,69,163"	0.27	2021
January 31 2021	Okaloosa	FlOregonIdahoa	Passenger	0	1	1	143	144	0.69	2021
September 30 2023	Polk	Oregon	Passenger	1	1	2	12	14	14.29	2023
April 30 2023	Moore	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	108	109	0.92	2023
October 31 2022	Carroll	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	18	19	5.26	2022
February 28 2022	Alexandria	Virginia	Passenger	4	0	4	111	115	3.48	2022
July 31 2021	San Joaquin	CalifOregonnIoWashington	Passenger	1	0	1	107	108	0.93	2021
April 30 2019	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	2	2	522	524	0.38	2019
January 31 2023	Adams	Washington	Truck	1	0	1	"5,386"	"5,387"	0.02	2023
January 31 2020	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	1	1	2	429	431	0.46	2020
February 28 2023	Spokane	Washington	Passenger	"2,036"	982	"3,018"	"3,23,652"	"3,26,670"	0.92	2023
April 30 2017	Klickitat	Washington	Passenger	22	23	45	"14,769"	"14,814"	0.3	2017
December 31 2023	Island	Washington	Truck	42	0	42	"20,646"	"20,688"	0.2	2023
October 31 2020	Arapahoe	ColOregonado	Passenger	1	0	1	132	133	0.75	2020
March 31 2019	Montgomery	 PennsylVirginiania	Passenger	2	0	2	38	40	5	2019
October 31 2017	Adams	Washington	Passenger	3	3	6	"12,280"	"12,286"	0.05	2017
April 30 2021	Thurston	Washington	Truck	0	0	0	"56,684"	"56,684"	0	2021
May 31 2021	Benton	Washington	Passenger	502	385	887	"1,36,051"	"1,36,938"	0.65	2021
March 31 2023	Lewis	Washington	Passenger	294	194	488	"58,773"	"59,261"	0.82	2023
June 30 2022	San Diego	CalifOregonnIoWashington	Passenger	17	8	25	"2,419"	"2,444"	1.02	2022
January 31 2022	Anne Arundel	M ArkansaskansasylaNorth Dakota	Passenger	3	1	4	362	366	1.09	2022
December 31 2023	Stevens	Washington	Passenger	138	73	211	"29,177"	"29,388"	0.72	2023
February 29 2024	Mason	Washington	Passenger	563	234	797	"44,396"	"45,193"	1.76	2024
February 28 2021	Montgomery	Ohio	Passenger	0	1	1	56	57	1.75	2021
July 31 2023	Whitman	Washington	Truck	5	0	5	"8,631"	"8,636"	0.06	2023
January 31 2020	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	9	16	"1,570"	"1,586"	1.01	2020
November 30 2019	Polk	FlOregonIdahoa	Passenger	1	0	1	73	74	1.35	2019
March 31 2020	Suffolk	Virginia	Passenger	1	0	1	123	124	0.81	2020
September 30 2020	Clark	Washington	Passenger	"2,174"	"1,098"	"3,272"	"3,18,312"	"3,21,584"	1.02	2020
August 31 2022	Walla Walla	Washington	Passenger	179	103	282	"35,796"	"36,078"	0.78	2022
July 31 2017	Morris	New Jersey	Passenger	1	0	1	25	26	3.85	2017
June 30 2019	District of Columbia	District of Columbia	Passenger	1	1	2	203	205	0.98	2019
April 30 2022	Manassas	Virginia	Passenger	0	1	1	7	8	12.5	2022
May 31 2019	Pend Oreille	Washington	Passenger	4	5	9	"9,534"	"9,543"	0.09	2019
February 28 2019	Norfolk	Virginia	Passenger	2	2	4	349	353	1.13	2019
February 29 2020	Montgomery	Ohio	Passenger	0	1	1	49	50	2	2020
October 31 2021	Philadelphia	 PennsylVirginiania	Passenger	1	0	1	44	45	2.22	2021
January 31 2024	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	1	3	4	278	282	1.42	2024
February 29 2024	Orange	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	3	4	25	2024
July 31 2017	Whatcom	Washington	Truck	2	0	2	"41,662"	"41,664"	0	2017
December 31 2022	Whitman	Washington	Passenger	110	67	177	"21,923"	"22,100"	0.8	2022
July 31 2020	Chelan	Washington	Passenger	240	82	322	"54,226"	"54,548"	0.59	2020
August 31 2020	Jefferson	 New YOregonk	Passenger	0	1	1	210	211	0.47	2020
July 31 2023	Middlesex	 Massachusetts	Passenger	2	1	3	70	73	4.11	2023
February 29 2024	Plaquemines	Louisiana	Passenger	1	1	2	15	17	11.76	2024
June 30 2018	Kent	Michigan	Passenger	0	1	1	27	28	3.57	2018
August 31 2023	Sacramento	CalifOregonnIoWashington	Truck	1	0	1	31	32	3.12	2023
September 30 2021	Okanogan	Washington	Passenger	67	44	111	"26,531"	"26,642"	0.42	2021
May 31 2017	Marion	Oregon	Passenger	1	0	1	178	179	0.56	2017
December 31 2019	Fairfax	Virginia	Passenger	5	2	7	764	771	0.91	2019
January 31 2023	Yakima	Washington	Truck	8	0	8	"61,164"	"61,172"	0.01	2023
June 30 2021	El Dorado	CalifOregonnIoWashington	Passenger	1	0	1	35	36	2.78	2021
June 30 2023	Lee	ALouisianaba Massachusetts	Passenger	1	0	1	14	15	6.67	2023
December 31 2023	Thurston	Washington	Truck	91	0	91	"52,851"	"52,942"	0.17	2023
February 28 2017	Contra Costa	CalifOregonnIoWashington	Passenger	1	0	1	647	648	0.15	2017
April 30 2022	Sarasota	FlOregonIdahoa	Passenger	2	0	2	33	35	5.71	2022
November 30 2017	Whatcom	Washington	Passenger	524	214	738	"1,44,634"	"1,45,372"	0.51	2017
April 30 2020	Boulder	ColOregonado	Passenger	1	1	2	47	49	4.08	2020
August 31 2023	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	1	0	1	52	53	1.89	2023
February 29 2024	James City	Virginia	Passenger	1	0	1	35	36	2.78	2024
December 31 2023	Sacramento	CalifOregonnIoWashington	Passenger	1	1	2	135	137	1.46	2023
June 30 2017	Tulare	CalifOregonnIoWashington	Passenger	1	0	1	199	200	0.5	2017
September 30 2022	Kittitas	Washington	Passenger	290	91	381	"29,598"	"29,979"	1.27	2022
April 30 2019	Kittitas	Washington	Passenger	71	35	106	"29,487"	"29,593"	0.36	2019
September 30 2019	Alexandria	Virginia	Passenger	1	0	1	142	143	0.7	2019
April 30 2021	St. Louis	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	92	93	1.08	2021
January 31 2019	Richland	SoUtahh C Arkansaskansasolina	Passenger	0	1	1	165	166	0.6	2019
August 31 2023	Boulder	ColOregonado	Passenger	2	0	2	29	31	6.45	2023
July 31 2020	Wilson	Texas	Passenger	0	1	1	6	7	14.29	2020
August 31 2020	King	Washington	Passenger	"25,168"	"7,812"	"32,980"	"13,70,354"	"14,03,334"	2.35	2020
July 31 2017	Skagit	Washington	Truck	1	0	1	"31,482"	"31,483"	0	2017
November 30 2023	San Juan	Washington	Truck	22	0	22	"5,855"	"5,877"	0.37	2023
February 28 2017	Asotin	Washington	Truck	0	0	0	"6,475"	"6,475"	0	2017
February 28 2022	Lewis	Washington	Truck	0	0	0	"26,601"	"26,601"	0	2022
May 31 2019	Deschutes	Oregon	Passenger	3	0	3	165	168	1.79	2019
May 31 2022	Santa Clara	CalifOregonnIoWashington	Passenger	12	1	13	250	263	4.94	2022
January 31 2020	Maui	HaWashingtonii	Passenger	2	0	2	41	43	4.65	2020
March 31 2021	Marion	IoWashington	Passenger	1	0	1	1	2	50	2021
June 30 2019	Guadalupe	Texas	Passenger	1	0	1	78	79	1.27	2019
February 28 2022	Ray	MissouRhoDelaware IslaNorth Dakota	Passenger	0	1	1	1	2	50	2022
March 31 2018	DeKalb	GeOregongIoWashington	Passenger	1	0	1	83	84	1.19	2018
March 31 2019	Los Angeles	CalifOregonnIoWashington	Passenger	5	5	10	"1,113"	"1,123"	0.89	2019
June 30 2020	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	3	3	475	478	0.63	2020
May 31 2020	Franklin	Washington	Truck	0	0	0	"19,863"	"19,863"	0	2020
January 31 2022	Gwinnett	GeOregongIoWashington	Passenger	1	0	1	59	60	1.67	2022
November 30 2019	Hawaii	HaWashingtonii	Passenger	1	0	1	60	61	1.64	2019
July 31 2017	Flathead	Montana	Passenger	1	0	1	61	62	1.61	2017
July 31 2020	Jefferson	Washington	Passenger	249	142	391	"24,732"	"25,123"	1.56	2020
November 30 2019	Stevens	Washington	Truck	0	0	0	"18,794"	"18,794"	0	2019
September 30 2017	Lincoln	Washington	Passenger	2	6	8	"7,562"	"7,570"	0.11	2017
June 30 2023	Wahkiakum	Washington	Passenger	26	17	43	"3,036"	"3,079"	1.4	2023
May 31 2018	Okanogan	Washington	Truck	0	0	0	"16,411"	"16,411"	0	2018
January 31 2024	Bartow	GeOregongIoWashington	Passenger	0	1	1	3	4	25	2024
November 30 2021	Onslow	 NOregonth C Arkansaskansasolina	Passenger	0	1	1	173	174	0.57	2021
July 31 2023	Burlington	New Jersey	Passenger	2	2	4	89	93	4.3	2023
July 31 2018	Prince George	Virginia	Passenger	0	1	1	75	76	1.32	2018
June 30 2019	Kalamazoo	Michigan	Passenger	1	0	1	14	15	6.67	2019
May 31 2017	Wahkiakum	Washington	Truck	0	0	0	"1,643"	"1,643"	0	2017
September 30 2022	Napa	CalifOregonnIoWashington	Passenger	0	1	1	13	14	7.14	2022
April 30 2023	Essex	New Jersey	Passenger	2	0	2	9	11	18.18	2023
April 30 2019	Clark	Washington	Truck	0	0	0	"80,094"	"80,094"	0	2019
June 30 2021	Jefferson	Washington	Passenger	330	184	514	"24,875"	"25,389"	2.02	2021
February 28 2022	Pacific	Washington	Passenger	58	65	123	"16,015"	"16,138"	0.76	2022
November 30 2020	Prince William	Virginia	Passenger	2	3	5	224	229	2.18	2020
September 30 2022	St. Louis	MissouRhoDelaware IslaNorth Dakota	Passenger	2	0	2	61	63	3.17	2022
June 30 2018	Garfield	Washington	Truck	0	0	0	949	949	0	2018
August 31 2021	Richmond	 New YOregonk	Passenger	1	0	1	6	7	14.29	2021
November 30 2020	Skagit	Washington	Truck	1	0	1	"32,706"	"32,707"	0	2020
August 31 2021	Kern	CalifOregonnIoWashington	Passenger	0	1	1	208	209	0.48	2021
May 31 2019	Cumberland	 NOregonth C Arkansaskansasolina	Passenger	0	2	2	516	518	0.39	2019
September 30 2021	Montgomery	Tennessee	Passenger	1	0	1	236	237	0.42	2021
March 31 2018	Canyon	Idaho	Passenger	0	1	1	96	97	1.03	2018
May 31 2021	Skamania	Washington	Truck	0	0	0	"4,027"	"4,027"	0	2021
December 31 2020	Lewis	Washington	Truck	0	0	0	"26,622"	"26,622"	0	2020
June 30 2018	Skagit	Washington	Passenger	206	166	372	"90,481"	"90,853"	0.41	2018
July 31 2019	Mason	Washington	Passenger	127	124	251	"47,303"	"47,554"	0.53	2019
February 29 2024	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	5	2	7	521	528	1.33	2024
April 30 2022	Bexar	Texas	Passenger	3	4	7	483	490	1.43	2022
April 30 2020	Denton	Texas	Passenger	1	0	1	94	95	1.05	2020
June 30 2019	Klamath	Oregon	Passenger	1	0	1	40	41	2.44	2019
September 30 2023	Mason	Washington	Passenger	498	216	714	"46,059"	"46,773"	1.53	2023
August 31 2020	Fulton	GeOregongIoWashington	Passenger	1	2	3	101	104	2.88	2020
September 30 2022	Platte	MissouRhoDelaware IslaNorth Dakota	Passenger	1	0	1	24	25	4	2022
June 30 2022	Grant	Washington	Passenger	175	99	274	"66,763"	"67,037"	0.41	2022
June 30 2023	Pierce	Washington	Truck	164	0	164	"1,37,223"	"1,37,387"	0.12	2023
July 31 2022	Adams	Washington	Truck	1	0	1	"5,456"	"5,457"	0.02	2022
September 30 2017	Marin	CalifOregonnIoWashington	Passenger	1	0	1	58	59	1.69	2017
February 29 2024	Albemarle	Virginia	Passenger	2	0	2	14	16	12.5	2024
June 30 2018	Santa Rosa	FlOregonIdahoa	Passenger	1	0	1	98	99	1.01	2018
August 31 2018	Wahkiakum	Washington	Passenger	1	1	2	"2,959"	"2,961"	0.07	2018
March 31 2018	Walla Walla	Washington	Truck	0	0	0	"13,312"	"13,312"	0	2018
July 31 2018	Cowlitz	Washington	Truck	0	0	0	"28,557"	"28,557"	0	2018
May 31 2021	Montgomery	M ArkansaskansasylaNorth Dakota	Passenger	2	1	3	233	236	1.27	2021
June 30 2021	Grays Harbor	Washington	Truck	0	0	0	"21,446"	"21,446"	0	2021
October 31 2021	Harrison	Mississippi	Passenger	2	0	2	54	56	3.57	2021
March 31 2019	Middlesex	 Massachusetts	Passenger	1	1	2	119	121	1.65	2019
July 31 2019	Charleston	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	120	121	0.83	2019
August 31 2020	Rogers	Oklahoma	Passenger	1	0	1	5	6	16.67	2020
December 31 2023	Benton	Washington	Passenger	"1,378"	638	"2,016"	"1,34,076"	"1,36,092"	1.48	2023
December 31 2017	Stevens	Washington	Truck	0	0	0	"18,374"	"18,374"	0	2017
October 31 2020	Columbia	Washington	Truck	0	0	0	"1,531"	"1,531"	0	2020
April 30 2022	Denton	Texas	Passenger	2	0	2	65	67	2.99	2022
June 30 2018	Manatee	FlOregonIdahoa	Passenger	1	0	1	38	39	2.56	2018
December 31 2022	Lee	FlOregonIdahoa	Passenger	1	0	1	32	33	3.03	2022
April 30 2020	Williams	North Dakota	Passenger	0	1	1	13	14	7.14	2020
September 30 2022	Fairfax	Virginia	Truck	1	0	1	106	107	0.93	2022
October 31 2019	Cowlitz	Washington	Passenger	112	106	218	"73,557"	"73,775"	0.3	2019
February 28 2019	Okanogan	Washington	Truck	0	0	0	"16,469"	"16,469"	0	2019
February 28 2021	Hudson	New Jersey	Passenger	1	0	1	41	42	2.38	2021
March 31 2019	Kern	CalifOregonnIoWashington	Passenger	0	1	1	227	228	0.44	2019
January 31 2021	Anchorage	ALouisianaba Massachusettsaska	Passenger	1	0	1	151	152	0.66	2021
June 30 2022	Dorchester	SoUtahh C Arkansaskansasolina	Passenger	1	0	1	66	67	1.49	2022
April 30 2018	Tulsa	Oklahoma	Passenger	0	1	1	49	50	2	2018
April 30 2023	Richmond	 New YOregonk	Passenger	1	0	1	4	5	20	2023
January 31 2024	Klickitat	Washington	Passenger	185	75	260	"14,822"	"15,082"	1.72	2024
January 31 2024	Adams	Washington	Passenger	31	14	45	"12,855"	"12,900"	0.35	2024
September 30 2023	Norfolk	Virginia	Passenger	1	2	3	257	260	1.15	2023
September 30 2022	Lewis	Washington	Truck	1	0	1	"26,338"	"26,339"	0	2022
March 31 2023	Klickitat	Washington	Truck	6	0	6	"8,286"	"8,292"	0.07	2023
December 31 2023	Lincoln	Washington	Truck	0	0	0	"4,735"	"4,735"	0	2023
October 31 2019	Lake	FlOregonIdahoa	Passenger	1	0	1	23	24	4.17	2019
September 30 2023	DeKalb	GeOregongIoWashington	Passenger	2	0	2	36	38	5.26	2023
February 29 2020	Saginaw	Michigan	Passenger	1	0	1	12	13	7.69	2020
October 31 2020	Clark	Washington	Truck	0	0	0	"83,142"	"83,142"	0	2020
July 31 2022	Columbia	Washington	Truck	0	0	0	"1,577"	"1,577"	0	2022
October 31 2018	Sangamon	IllINorth Dakotaianaois	Passenger	1	0	1	11	12	8.33	2018
November 30 2019	Sangamon	IllINorth Dakotaianaois	Passenger	1	0	1	5	6	16.67	2019
October 31 2022	Pend Oreille	Washington	Passenger	18	12	30	"8,995"	"9,025"	0.33	2022
May 31 2023	Yuba	CalifOregonnIoWashington	Passenger	1	0	1	52	53	1.89	2023
August 31 2017	Asotin	Washington	Passenger	8	5	13	"12,438"	"12,451"	0.1	2017
August 31 2021	Lake	IllINorth Dakotaianaois	Passenger	2	0	2	170	172	1.16	2021
January 31 2023	Middlesex	New Jersey	Passenger	1	0	1	18	19	5.26	2023
October 31 2020	Río Grande	Puerto Rico	Passenger	1	0	1	1	2	50	2020
November 30 2019	Benton	Washington	Passenger	309	308	617	"1,35,081"	"1,35,698"	0.45	2019
April 30 2020	Lee	FlOregonIdahoa	Passenger	1	0	1	51	52	1.92	2020
September 30 2018	Douglas	Nebraska	Passenger	0	1	1	71	72	1.39	2018
March 31 2020	Dakota	MinNebraskasota	Passenger	0	1	1	31	32	3.12	2020
January 31 2020	Kootenai	Idaho	Passenger	1	1	2	232	234	0.85	2020
December 31 2023	Galveston	Texas	Passenger	0	1	1	13	14	7.14	2023
July 31 2020	Cowlitz	Washington	Passenger	146	117	263	"72,224"	"72,487"	0.36	2020
January 31 2024	Ventura	CalifOregonnIoWashington	Passenger	3	2	5	179	184	2.72	2024
April 30 2018	Pacific	Washington	Truck	0	0	0	"7,595"	"7,595"	0	2018
June 30 2018	Hawaii	HaWashingtonii	Passenger	1	0	1	74	75	1.33	2018
January 31 2020	Cochise	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	0	1	1	103	104	0.96	2020
November 30 2022	Allegheny	 PennsylVirginiania	Passenger	1	0	1	61	62	1.61	2022
August 31 2022	Kittitas	Washington	Passenger	284	88	372	"29,593"	"29,965"	1.24	2022
October 31 2022	Garfield	Washington	Passenger	1	3	4	"1,308"	"1,312"	0.3	2022
February 29 2024	King	Washington	Truck	"1,164"	2	"1,166"	"1,65,834"	"1,67,000"	0.7	2024
February 29 2020	Guadalupe	Texas	Passenger	1	0	1	71	72	1.39	2020
July 31 2021	Chelan	Washington	Truck	0	0	0	"23,093"	"23,093"	0	2021
December 31 2022	Lincoln	Washington	Truck	0	0	0	"4,841"	"4,841"	0	2022
March 31 2022	Suffolk	Virginia	Passenger	1	0	1	120	121	0.83	2022
November 30 2017	Mercer	New Jersey	Passenger	0	1	1	18	19	5.26	2017
June 30 2023	Houston	GeOregongIoWashington	Passenger	1	0	1	29	30	3.33	2023
October 31 2019	Clark	Washington	Truck	0	0	0	"81,141"	"81,141"	0	2019
October 31 2021	Spokane	Washington	Truck	0	0	0	"1,02,532"	"1,02,532"	0	2021
December 31 2022	Klickitat	Washington	Truck	4	0	4	"8,234"	"8,238"	0.05	2022
August 31 2023	Adams	Washington	Passenger	25	12	37	"13,078"	"13,115"	0.28	2023
October 31 2023	Solano	CalifOregonnIoWashington	Passenger	5	0	5	126	131	3.82	2023
May 31 2020	Albemarle	Virginia	Passenger	1	0	1	22	23	4.35	2020
January 31 2018	Portsmouth	Virginia	Passenger	0	1	1	70	71	1.41	2018
April 30 2020	Osceola	FlOregonIdahoa	Passenger	1	0	1	42	43	2.33	2020
April 30 2022	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	4	11	"1,093"	"1,104"	1	2022
February 28 2018	Saratoga	 New YOregonk	Passenger	1	1	2	67	69	2.9	2018
April 30 2017	King	Washington	Truck	8	1	9	"1,88,921"	"1,88,930"	0	2017
August 31 2018	Whatcom	Washington	Truck	2	0	2	"42,395"	"42,397"	0	2018
February 29 2020	Shasta	CalifOregonnIoWashington	Passenger	1	0	1	39	40	2.5	2020
January 31 2022	Columbia	Washington	Passenger	6	2	8	"2,450"	"2,458"	0.33	2022
May 31 2022	Sacramento	CalifOregonnIoWashington	Passenger	2	1	3	223	226	1.33	2022
February 28 2021	Milwaukee	Wisconsin	Passenger	1	0	1	45	46	2.17	2021
September 30 2022	Marion	IoWashington	Passenger	1	0	1	0	1	100	2022
January 31 2018	Mason	Washington	Passenger	65	75	140	"44,969"	"45,109"	0.31	2018
March 31 2020	Maricopa	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	7	9	16	"1,552"	"1,568"	1.02	2020
February 29 2024	Okanogan	Washington	Truck	10	0	10	"15,655"	"15,665"	0.06	2024
May 31 2017	Hawaii	HaWashingtonii	Passenger	1	0	1	88	89	1.12	2017
December 31 2018	Portsmouth	Virginia	Passenger	0	1	1	82	83	1.2	2018
November 30 2017	Norfolk	Virginia	Passenger	1	1	2	311	313	0.64	2017
January 31 2020	Shelby	Tennessee	Passenger	0	1	1	100	101	0.99	2020
June 30 2019	Larimer	ColOregonado	Passenger	1	0	1	56	57	1.75	2019
November 30 2023	Burlington	New Jersey	Passenger	2	2	4	84	88	4.55	2023
November 30 2023	Denton	Texas	Passenger	1	0	1	29	30	3.33	2023
November 30 2017	St. Lucie	FlOregonIdahoa	Passenger	1	0	1	26	27	3.7	2017
February 28 2021	Sevier	 Arkansaskansas	Passenger	0	1	1	0	1	100	2021
November 30 2021	Yakima	Washington	Passenger	272	167	439	"1,68,582"	"1,69,021"	0.26	2021
July 31 2023	Okanogan	Washington	Passenger	129	65	194	"26,106"	"26,300"	0.74	2023
April 30 2021	Pima	 ArkansaskansashoDelaware IslaNorth Dakotazona	Passenger	2	1	3	310	313	0.96	2021
December 31 2019	Monterey	CalifOregonnIoWashington	Passenger	0	1	1	186	187	0.53	2019
November 30 2020	Garfield	Washington	Truck	0	0	0	995	995	0	2020
March 31 2017	Cowlitz	Washington	Truck	0	0	0	"27,903"	"27,903"	0	2017
May 31 2018	Nueces	Texas	Passenger	1	1	2	91	93	2.15	2018
September 30 2023	Monterey	CalifOregonnIoWashington	Passenger	0	3	3	114	117	2.56	2023
March 31 2023	Skagit	Washington	Passenger	"1,022"	383	"1,405"	"89,122"	"90,527"	1.55	2023
December 31 2022	Clark	Washington	Passenger	"4,919"	"2,025"	"6,944"	"3,14,671"	"3,21,615"	2.16	2022
July 31 2021	Jefferson	 New YOregonk	Passenger	0	1	1	222	223	0.45	2021
September 30 2018	Sacramento	CalifOregonnIoWashington	Passenger	0	1	1	320	321	0.31	2018
May 31 2023	Mason	Washington	Truck	10	0	10	"20,728"	"20,738"	0.05	2023
October 31 2021	Solano	CalifOregonnIoWashington	Passenger	1	0	1	178	179	0.56	2021
November 30 2021	Carroll	M ArkansaskansasylaNorth Dakota	Passenger	0	1	1	17	18	5.56	2021
April 30 2023	Hamilton	Ohio	Passenger	1	0	1	31	32	3.12	2023
September 30 2022	Cowlitz	Washington	Passenger	368	180	548	"70,311"	"70,859"	0.77	2022
